,command_a,command_b,command_c,cpu,latency_99th_percentile,latency_median,load,rps
0,182.56705132846488,1673.0418071906429,1586.7821826287682,15.053087423235898,71.28675537253741,50.04936552561647,1.5,113.72580873837386
1,178.43107671572494,1673.4373215719988,1599.6797699362637,10.818092373148062,73.0733224401769,43.37602615969689,4.502083912197833,106.62800548678405
2,170.94980259440314,1673.4861964888812,1584.567277006395,15.952050890822948,58.02596288124521,49.26108922503529,4.504167824395665,106.04103049426281
3,167.32913718562256,1672.8807357850415,1577.3946949911244,19.849820448096516,75.40290861216329,49.348448648422604,1.5062517365934982,109.79000283295689
4,167.01460921782154,1673.6689504572055,1564.9398535331065,13.390599029551234,81.85718052217226,50.66586131710282,2.508335648791331,94.81469396658758
5,165.26960959333073,1673.3409342299556,1584.3753951555582,14.61579539925425,74.21757382028632,55.28843532769372,5.510419560989163,98.08396624327402
6,170.94311705055213,1673.222598138065,1572.6047205368418,11.771818789647503,73.06305427931748,47.06486738726388,3.5125034731869964,92.2728789672122
7,171.44584837825187,1677.167885765693,1576.2124297975076,17.569343782327703,72.98809478672186,58.18876510082084,5.514587385384829,79.93252035296564
8,168.81457813351713,1680.3814173353749,1571.1533903278407,15.124877398553497,78.78493255250989,53.38535120159645,3.5166712975826617,97.81506810530836
9,167.79225954463098,1678.9012263351597,1575.7119619947607,15.385758730485719,77.19174510576265,36.41409678286276,2.518755209780495,112.32686829181964
10,172.4353281883065,1678.9725554827473,1570.2212651025798,8.060361149998927,70.86473008983053,49.24432090582309,5.5208391219783275,73.4616525192916
11,167.58329857773808,1676.4378516128806,1572.2304745700935,19.653075461865015,76.47777602586149,49.31443912334165,5.52292303417616,82.60933529551605
12,168.16787384071623,1675.845092867196,1594.7157234176852,13.693397129522733,75.27654429063755,48.538756422912655,1.5250069463739928,103.88387455446569
13,169.8361609672676,1678.0890329115307,1603.484881687239,11.967739685273868,87.53030328552717,52.62532356084832,2.5270908585718255,99.89333998436497
14,173.88639314023698,1675.6678228924534,1607.8943097599997,15.452165646698177,82.092896412499,46.901878067788545,3.529174770769658,96.88642489181244
15,186.04322314063896,1677.0992180011554,1603.4399779521762,13.709420997490474,74.6736660283771,48.47089481798529,5.531258682967491,106.72560340661258
16,186.32866459995913,1675.9279073640919,1606.998426816954,15.852532616490759,75.70654130319129,53.800618437643955,3.5333425951653235,96.9650460826306
17,183.83990311317945,1676.6281001261289,1626.904593529538,19.73858059147826,75.11487820773483,49.58154595476619,1.5354265073631566,85.50987772292518
18,175.96505142299694,1678.0767507955948,1631.1748156249832,18.72651747431615,81.19357356629,54.864739768698044,1.5375104195609892,107.06192258931998
19,178.00115570105947,1680.671735150982,1619.4258747242768,13.021463484694351,78.94342866788939,45.0061203698491,4.539594331758822,107.79702378735027
20,180.24725236389025,1678.4329562109856,1624.4851308408406,16.9453954480156,79.23375217269707,46.82498022178635,1.5416782439566545,76.62005597712123
21,179.13023454330573,1679.3439696084567,1610.402596790093,9.917926132232685,74.52701768482663,44.40999132335752,3.543762156154487,94.9703104984689
22,178.7507152215183,1678.9147853080826,1616.8163855714897,11.588267913994251,73.79232289770405,48.536661125475476,2.5458460683523203,101.42055535047298
23,185.04085888469,1679.983638727158,1613.8409724494386,16.16053750014153,83.96868870196212,40.718747862220276,3.547929980550153,105.21041860841875
24,180.32252303479427,1679.2934689739764,1604.1124802046284,14.237586780688073,76.90532641490078,52.099536737347904,3.5500138927479856,107.98385345690201
25,186.73676413287507,1679.901422684226,1603.3092770006028,12.935741422121877,75.95310496272974,46.96695265332425,3.5520978049458183,102.84473209990715
26,189.19822993745765,1680.0787230279198,1598.857247183593,14.98096217806271,76.92330352235301,50.88516246033698,5.554181717143651,128.43990596486913
27,182.30585208509441,1677.1034167725477,1599.226913014229,15.962864345176722,70.33284681050371,53.8515750992754,1.5562656293414836,84.03737293921503
28,184.18690497104316,1679.2187324575948,1604.5076527769615,17.258170489963504,73.04327905441136,53.20757320264685,6.558349541539316,90.43206874525697
29,188.51484525905826,1679.251753981058,1597.5371370478888,13.348499147860329,85.38586187863848,53.25691004786031,6.560433453737149,121.6148307177059
30,182.9776313481746,1674.8535185909236,1594.5621777308402,20.469928248004702,76.41771679994993,42.611368676841096,0.5625173659349819,90.53566799286801
31,179.52514358181577,1673.3318061462314,1606.4298874647448,16.730137246579233,71.30909109672508,48.52870244096089,4.564601278132814,106.25878932893434
32,179.8973224577885,1671.4073674202132,1629.8303232743797,18.49629351049645,75.62971212563042,52.98063499242036,2.5666851903306473,95.76316567929342
33,173.87316619010247,1673.0019724757185,1615.0365906740146,14.16189015887123,81.16169774609762,47.35793366527686,2.56876910252848,97.52268365526068
34,173.39941719789664,1673.1835284431074,1602.032326195229,16.34823043383311,78.32612732734346,48.299577910413234,5.570853014726313,116.13319471659207
35,174.66667055176097,1673.398844131161,1600.0123846669064,13.09565623438194,70.83951680932147,48.63286853744301,4.572936926924146,97.7416464482693
36,188.99729740061855,1672.8314152546427,1616.8280163470172,18.033165610978855,72.57895249102853,48.61876003089696,7.575020839121978,120.00948133964906
37,183.8298263808486,1675.9707134968094,1610.278980152181,12.666310139133703,83.20348104623073,48.540974063550564,2.577104751319811,96.90393410360963
38,184.41901689305618,1672.5621552232633,1615.794131918284,13.072636735499662,77.23495982703115,42.929545806767216,5.579188663517644,96.37298127306211
39,183.27581988261153,1671.4580862892708,1602.8718233808136,17.022480955585802,72.04045670544089,52.99639331582869,3.5812725757154764,108.12635399546835
40,186.7867994327176,1674.9341551074194,1586.3348933848333,10.606918195471241,79.31619505712054,45.478947064846864,3.583356487913309,93.81020034376265
41,191.00158067452438,1672.4531349139847,1585.9983661421338,15.944840708682737,79.01623048941335,47.9147880647068,4.585440400111142,101.73194431058943
42,195.71587555186784,1672.1194398731025,1573.4444182214368,14.418202128461623,85.77567963244611,49.512552532864355,4.587524312308974,106.7294567340916
43,198.37834442452552,1672.4573500963115,1569.5786244791154,13.654208238172215,74.6526303428547,44.919827900565245,7.589608224506808,98.41336961983966
